"Item","Fq","Concordance","Ventilation","Carte","Sélection"
"contacter","4","","","",""
"connaît","4","","","",""
"auditeurs","4","","","",""
"pts","4","","","",""
"professionnel","4","","","",""
"faq","4","","","",""
"sont","4","","","",""
"accompagner","4","","","",""
"jeliscommejeveux","4","","","",""
"nicolas","4","","","",""
"adaptation","4","","","",""
"lsmc","4","","","",""
"richard","4","","","",""
"sceaux","4","","","",""
"eric","4","","","",""
"dupond","4","","","",""
"moretti","4","","","",""
"conférence","4","","","",""
"affichera","4","","","",""
"nʼest","4","","","",""
"originale","4","","","",""
"magazine","4","","","",""
"↑","4","","","",""
"confirme","4","","","",""
"viennent","4","","","",""
"souhaite","4","","","",""
"armelle","4","","","",""
"utilitaires","4","","","",""
"→","4","","","",""
"surfer","4","","","",""
"ski","4","","","",""
"audience","4","","","",""
"soirées","4","","","",""
"secours","4","","","",""
"32","3","","","",""
"46","3","","","",""
"53","3","","","",""
"63","3","","","",""
"77","3","","","",""
"78","3","","","",""
"86","3","","","",""
"88","3","","","",""
"89","3","","","",""
"96","3","","","",""
"1980","3","","","",""
"1981","3","","","",""
"1994","3","","","",""
"intérêts","3","","","",""
"ajoute","3","","","",""
"sociologue","3","","","",""
"vendredi","3","","","",""
"constaté","3","","","",""
"légère","3","","","",""
"chute","3","","","",""
"affirme","3","","","",""
"multimédias","3","","","",""
"radio","3","","","",""
"syndicat","3","","","",""
"cessent","3","","","",""
"nanterre","3","","","",""
"juin","3","","","",""
"finit","3","","","",""
"actuellement","3","","","",""
"pensée","3","","","",""
"causes","3","","","",""
"plateformes","3","","","",""
"distraire","3","","","",""
"nécessairement","3","","","",""
"susceptibles","3","","","",""
"stock","3","","","",""
"adobe","3","","","",""
"vulgarisation","3","","","",""
"scientifiques","3","","","",""
"outils","3","","","",""
"chaînes","3","","","",""
"offrent","3","","","",""
"conseil","3","","","",""
"avenir","3","","","",""
"significativement","3","","","",""
"résultat","3","","","",""
"spécifique","3","","","",""
"connectés","3","","","",""
"possèdent","3","","","",""
"collègues","3","","","",""
"durée","3","","","",""
"milliers","3","","","",""
"manuels","3","","","",""
"utilisant","3","","","",""
"permettait","3","","","",""
"rappeler","3","","","",""
"ordre","3","","","",""
"événements","3","","","",""
"artificielle","3","","","",""
"juger","3","","","",""
"complet","3","","","",""
"intéressante","3","","","",""
"infos","3","","","",""
"gif","3","","","",""
"arrête","3","","","",""
"perdent","3","","","",""
"reading","3","","","",""
"sélection","3","","","",""
"milieux","3","","","",""
"plaît","3","","","",""
"copains","3","","","",""
"serait","3","","","",""
"imaginer","3","","","",""
"faite","3","","","",""
"revient","3","","","",""
"cest","3","","","",""
"entraîne","3","","","",""
"adore","3","","","",""
"évident","3","","","",""
"perd","3","","","",""
"problématique","3","","","",""
"guillaume","3","","","",""
"richesse","3","","","",""
"lisait","3","","","",""
"disant","3","","","",""
"documentaire","3","","","",""
"etc","3","","","",""
"liés","3","","","",""
"âgée","3","","","",""
"événement","3","","","",""
"veux","3","","","",""
"plus","3","","","",""
"amour","3","","","",""
"importe","3","","","",""
"populaire","3","","","",""
"taille","3","","","",""
"mauvais","3","","","",""
"augmenter","3","","","",""
"écrit","3","","","",""
"entoure","3","","","",""
"vent","3","","","",""
"conséquence","3","","","",""
"parent","3","","","",""
"finalement","3","","","",""
"fréquente","3","","","",""
"musso","3","","","",""
"phrase","3","","","",""
"apprécie","3","","","",""
"variété","3","","","",""
"super","3","","","",""
"volontiers","3","","","",""
"proches","3","","","",""
"assiste","3","","","",""
"agissant","3","","","",""
"commun","3","","","",""
"publics","3","","","",""
"porté","3","","","",""
"policiers","3","","","",""
"aimeraient","3","","","",""
"spécialisée","3","","","",""
"transport","3","","","",""
"garçon","3","","","",""
"✓","3","","","",""
"to","3","","","",""
"venir","3","","","",""
"significative","3","","","",""
"déficit","3","","","",""
"télécharger","3","","","",""
"vivent","3","","","",""
"facteurs","3","","","",""
"protagonistes","3","","","",""
"masculine","3","","","",""
"motivations","3","","","",""
"réduire","3","","","",""
"recherches","3","","","",""
"alphabétisation","3","","","",""
"associée","3","","","",""
"progresser","3","","","",""
"élargissement","3","","","",""
"statut","3","","","",""
"priorité","3","","","",""
"entreprises","3","","","",""
"fonds","3","","","",""
"up","3","","","",""
"publishing","3","","","",""
"habits","3","","","",""
"daniel","3","","","",""
"martin","3","","","",""
"r","3","","","",""
"children","3","","","",""
"john","3","","","",""
"entreprise","3","","","",""
"01","3","","","",""
"clair","3","","","",""
"confiée","3","","","",""
"type","3","","","",""
"2h50","3","","","",""
"appétit","3","","","",""
"regardé","3","","","",""
"écoliers","3","","","",""
"conseille","3","","","",""
"soleil","3","","","",""
"bonjour","3","","","",""
"anciens","3","","","",""
"1er","3","","","",""
"jc","3","","","",""
"mot","3","","","",""
"utilisations","3","","","",""
"dictionnaire","3","","","",""
"seneplus","3","","","",""
"professeurs","3","","","",""
"enquêteurs","3","","","",""
"ouest","3","","","",""
"familial","3","","","",""
"amener","3","","","",""
"sociabilité","3","","","",""
"aisées","3","","","",""
"be","3","","","",""
"perte","3","","","",""
"obtenir","3","","","",""
"souhaiter","3","","","",""
"apprenants","3","","","",""
"trouvent","3","","","",""
"conjugaison","3","","","",""
"renchérit","3","","","",""
"témoignages","3","","","",""
"privée","3","","","",""
"ménagères","3","","","",""
"travaux","3","","","",""
"rejette","3","","","",""
"professeure","3","","","",""
"programmes","3","","","",""
"décoder","3","","","",""
"maternelle","3","","","",""
"vouloir","3","","","",""
"02","3","","","",""
"université","3","","","",""
"connu","3","","","",""
"inquiétudes","3","","","",""
"aisée","3","","","",""
"absence","3","","","",""
"symbolique","3","","","",""
"valorisée","3","","","",""
"économiques","3","","","",""
"relève","3","","","",""
"fréquence","3","","","",""
"orienter","3","","","",""
"gros","3","","","",""
"déclinistes","3","","","",""
"apparaît","3","","","",""
"parution","3","","","",""
"fans","3","","","",""
"meilleures","3","","","",""
"sœur","3","","","",""
"polars","3","","","",""
"approfondissement","3","","","",""
"semblerait","3","","","",""
"dure","3","","","",""
"utilisaient","3","","","",""
"total","3","","","",""
"ci","3","","","",""
"occupent","3","","","",""
"grandissante","3","","","",""
"distinction","3","","","",""
"oubliée","3","","","",""
"faisait","3","","","",""
"dû","3","","","",""
"exemplaires","3","","","",""
"seconde","3","","","",""
"consécutive","3","","","",""
"relations","3","","","",""
"introduction","3","","","",""
"mené","3","","","",""
"départements","3","","","",""
"prêts","3","","","",""
"diminution","3","","","",""
"littératures","3","","","",""
"prévus","3","","","",""
"venant","3","","","",""
"chinois","3","","","",""
"fini","3","","","",""
"potentiels","3","","","",""
"gratuit","3","","","",""
"défi","3","","","",""
"consentement","3","","","",""
"solution","3","","","",""
"dévastatrice","3","","","",""
"rocambole","3","","","",""
"novels","3","","","",""
"propres","3","","","",""
"date","3","","","",""
"archives","3","","","",""
"totalise","3","","","",""
"collections","3","","","",""
"dédié","3","","","",""
"globale","3","","","",""
"étape","3","","","",""
"publication","3","","","",""
"phare","3","","","",""
"partenariat","3","","","",""
"lisa","3","","","",""
"taïeb","3","","","",""
"mélina","3","","","",""
"puisqu","3","","","",""
"claire","3","","","",""
"sûre","3","","","",""
"victor","3","","","",""
"émilie","3","","","",""
"fermeture","3","","","",""
"communications","3","","","",""
"palmarès","3","","","",""
"tout","3","","","",""
"autrice","3","","","",""
"illustratrice","3","","","",""
"observe","3","","","",""
"responsable","3","","","",""
"promotion","3","","","",""
"sophie","3","","","",""
"peur","3","","","",""
"rattrapage","3","","","",""
"suggestions","3","","","",""
"italien","3","","","",""
"situe","3","","","",""
"désigne","3","","","",""
"charger","3","","","",""
"acheteurs","3","","","",""
"supermarchés","3","","","",""
"hypermarchés","3","","","",""
"citer","3","","","",""
"adonner","3","","","",""
"noter","3","","","",""
"panel","3","","","",""
"magasins","3","","","",""
"lancée","3","","","",""
"découvertes","3","","","",""
"goûts","3","","","",""
"utilise","3","","","",""
"ampleur","3","","","",""
"tendances","3","","","",""
"importantes","3","","","",""
"facilité","3","","","",""
"collèges","3","","","",""
"gutenberg","3","","","",""
"education","3","","","",""
"concours","3","","","",""
"elizabeth","3","","","",""
"devez","3","","","",""
"finalité","3","","","",""
"légitime","3","","","",""
"finalités","3","","","",""
"marketing","3","","","",""
"profils","3","","","",""
"découvrez","3","","","",""
"espace","3","","","",""
"annonce","3","","","",""
"pris","3","","","",""
"week","3","","","",""
"end","3","","","",""
"publicitaires","3","","","",""
"compétences","3","","","",""
"cité","3","","","",""
"environnements","3","","","",""
"cognitive","3","","","",""
"actions","3","","","",""
"proposées","3","","","",""
"trajet","3","","","",""
"michel","3","","","",""
"consacré","3","","","",""
"ont","3","","","",""
"réécouter","3","","","",""
"champ","3","","","",""
"encourage","3","","","",""
"david","3","","","",""
"élection","3","","","",""
"train","3","","","",""
"ufapec","3","","","",""
"cabane","3","","","",""
"magique","3","","","",""
"hunger","3","","","",""
"games","3","","","",""
"fortes","3","","","",""
"anne","3","","","",""
"pokémon","3","","","",""
"liront","3","","","",""
"enseignante","3","","","",""
"casati","3","","","",""
"philippe","3","","","",""
"lefait","3","","","",""
"nature","3","","","",""
"considérée","3","","","",""
"privilégiée","3","","","",""
"devenir","3","","","",""
"représentations","3","","","",""
"adulte","3","","","",""
"pennac","3","","","",""
"obligatoires","3","","","",""
"pédagogie","3","","","",""
"bons","3","","","",""
"pourra","3","","","",""
"plonger","3","","","",""
"identité","3","","","",""
"lira","3","","","",""
"partage","3","","","",""
"instant","3","","","",""
"dites","3","","","",""
"définit","3","","","",""
"b","3","","","",""
"ba","3","","","",""
"vendre","3","","","",""
"formations","3","","","",""
"confondus","3","","","",""
"physiques","3","","","",""
"équipements","3","","","",""
"plébiscités","3","","","",""
"utilisés","3","","","",""
"objets","3","","","",""
"août","3","","","",""
"fractionnée","3","","","",""
"mort","3","","","",""
"adorer","3","","","",""
"arrêter","3","","","",""
"présents","3","","","",""
"devons","3","","","",""
"opérations","3","","","",""
"approche","3","","","",""
"paru","3","","","",""
"bernard","3","","","",""
"heureusement","3","","","",""
"édité","3","","","",""
"tranches","3","","","",""
"ailleurs","3","","","",""
"id","3","","","",""
"sud","3","","","",""
"dakar","3","","","",""
"sergent","3","","","",""
"malamine","3","","","",""
"diédhiou","3","","","",""
"géographie","3","","","",""
"public","3","","","",""
"puisse","3","","","",""
"susciter","3","","","",""
"attendre","3","","","",""
"sépare","3","","","",""
"quʼelle","3","","","",""
"lʼalcool","3","","","",""
"vernis","3","","","",""
"quʼon","3","","","",""
"poésie","3","","","",""
"sincère","3","","","",""
"offres","3","","","",""
"restera","3","","","",""
"souhaitez","3","","","",""
"modifier","3","","","",""
"publie","3","","","",""
"pairs","3","","","",""
"continu","3","","","",""
"dévorent","3","","","",""
"arrivent","3","","","",""
"fille","3","","","",""
"ville","3","","","",""
"dimanche","3","","","",""
"forts","3","","","",""
"naruto","3","","","",""
"passion","3","","","",""
"détrez","3","","","",""
"seuil","3","","","",""
"photos","3","","","",""
"média","3","","","",""
"hebdomadaire","3","","","",""
"attente","3","","","",""
"émission","3","","","",""
"réalisateur","3","","","",""
"freins","3","","","",""
"détestent","3","","","",""
"bel","3","","","",""
"même","3","","","",""
"détente","3","","","",""
"fac","3","","","",""
"anime","3","","","",""
"laissez","3","","","",""
"tirer","3","","","",""
"comics","3","","","",""
"dis","3","","","",""
"hiérarchie","3","","","",""
"documentaliste","3","","","",""
"cdi","3","","","",""
"joies","3","","","",""
"vision","3","","","",""
"gérard","3","","","",""
"rugby","3","","","",""
"tennis","3","","","",""
"chercheur","3","","","",""
"réagir","3","","","",""
"consacrer","3","","","",""
"csa","3","","","",""
"dauphiné","3","","","",""
"libéré","3","","","",""
"déclarer","3","","","",""
"commente","3","","","",""
"commande","3","","","",""
"besnard","3","","","",""
"internat","3","","","",""
"murail","3","","","",""
"tania","3","","","",""
"mans","3","","","",""
"57","2","","","",""
"62","2","","","",""
"91","2","","","",""
"93","2","","","",""
"94","2","","","",""
"165","2","","","",""
"400","2","","","",""
"800","2","","","",""
"1500","2","","","",""
"1945","2","","","",""
"1954","2","","","",""
"1970","2","","","",""
"1973","2","","","",""
"1985","2","","","",""
"1988","2","","","",""
"2001","2","","","",""
"2006","2","","","",""
"2008","2","","","",""
"2010","2","","","",""
"2023","2","","","",""
"1535630615","2","","","",""
"croissant","2","","","",""
"personnalisable","2","","","",""
"profitez","2","","","",""
"championne","2","","","",""
"nobel","2","","","",""
"pourcentage","2","","","",""
"satisfaire","2","","","",""
"fantaisie","2","","","",""
"quasiment","2","","","",""
"schéma","2","","","",""
"reproduction","2","","","",""
"visiteurs","2","","","",""
"attendus","2","","","",""
"accentuer","2","","","",""
"achète","2","","","",""
"exclamé","2","","","",""
"montagne","2","","","",""
"présenté","2","","","",""
"jeudi","2","","","",""
"préside","2","","","",""
"confirmant","2","","","",""
"newsletter","2","","","",""
"appartient","2","","","",""
"industrie","2","","","",""
"info","2","","","",""
"pourront","2","","","",""
"clients","2","","","",""
"exercer","2","","","",""
"opposer","2","","","",""
"inscription","2","","","",""
"×","2","","","",""
"charif","2","","","",""
"majdalani","2","","","",""
"curiosité","2","","","",""
"pousser","2","","","",""
"commandent","2","","","",""
"trouvant","2","","","",""
"changements","2","","","",""
"modes","2","","","",""
"possibilités","2","","","",""
"philosophiques","2","","","",""
"individus","2","","","",""
"créativité","2","","","",""
"apporter","2","","","",""
"venait","2","","","",""
"demandait","2","","","",""
"lisions","2","","","",""
"eléonore","2","","","",""
"youtubeurs","2","","","",""
"chlordécone","2","","","",""
"prononce","2","","","",""
"pesticide","2","","","",""
"antilles","2","","","",""
"traditionalistes","2","","","",""
"manquée","2","","","",""
"panzerkardinal","2","","","",""
"religion","2","","","",""
"jérusalem","2","","","",""
"moine","2","","","",""
"boulos","2","","","",""
"khano","2","","","",""
"ressuscite","2","","","",""
"araméen","2","","","",""
"pasteur","2","","","",""
"jerry","2","","","",""
"pillay","2","","","",""
"œcuménique","2","","","",""
"églises","2","","","",""
"émérite","2","","","",""
"synode","2","","","",""
"église","2","","","",""
"délais","2","","","",""
"serrés","2","","","",""
"phase","2","","","",""
"européenne","2","","","",""
"avignon","2","","","",""
"cannes","2","","","",""
"préhistoire","2","","","",""
"pèlerin","2","","","",""
"repère","2","","","",""
"prions","2","","","",""
"chantons","2","","","",""
"bayard","2","","","",""
"pensons","2","","","",""
"narratifs","2","","","",""
"apportent","2","","","",""
"documentaires","2","","","",""
"intégrer","2","","","",""
"retenir","2","","","",""
"conséquent","2","","","",""
"olivier","2","","","",""
"narratif","2","","","",""
"performances","2","","","",""
"retient","2","","","",""
"manipulation","2","","","",""
"apporte","2","","","",""
"sensorielles","2","","","",""
"abonnés","2","","","",""
"dechecs","2","","","",""
"inspire","2","","","",""
"developpement","2","","","",""
"lintelligence","2","","","",""
"remarqué","2","","","",""
"avais","2","","","",""
"🤓","2","","","",""
"kabir","2","","","",""
"sehgal","2","","","",""
"entrer","2","","","",""
"accusé","2","","","",""
"sollicité","2","","","",""
"giphy","2","","","",""
"réactions","2","","","",""
"maladie","2","","","",""
"alzheimer","2","","","",""
"changent","2","","","",""
"remplace","2","","","",""
"console","2","","","",""
"visualiser","2","","","",""
"pareil","2","","","",""
"manger","2","","","",""
"moi","2","","","",""
"sûrement","2","","","",""
"élargir","2","","","",""
"effectivement","2","","","",""
"stimuler","2","","","",""
"informer","2","","","",""
"instruire","2","","","",""
"correcte","2","","","",""
"chanson","2","","","",""
"énorme","2","","","",""
"tient","2","","","",""
"coup","2","","","",""
"communiquer","2","","","",""
"pensez","2","","","",""
"mettez","2","","","",""
"vérité","2","","","",""
"divertir","2","","","",""
"dessins","2","","","",""
"rowling","2","","","",""
"regarde","2","","","",""
"mémoriser","2","","","",""
"connaissance","2","","","",""
"pas","2","","","",""
"merde","2","","","",""
"atténuer","2","","","",""
"risque","2","","","",""
"basé","2","","","",""
"bouquins","2","","","",""
"fournir","2","","","",""
"étonnant","2","","","",""
"essentielle","2","","","",""
"ouverture","2","","","",""
"contrat","2","","","",""
"favorable","2","","","",""
"rencontrer","2","","","",""
"rencontré","2","","","",""
"remarque","2","","","",""
"max","2","","","",""
"scientifique","2","","","",""
"développe","2","","","",""
"portes","2","","","",""
"amélioration","2","","","",""
"syntaxe","2","","","",""
"modiano","2","","","",""
"surligner","2","","","",""
"approprier","2","","","",""
"qualités","2","","","",""
"idem","2","","","",""
"sujets","2","","","",""
"instagram","2","","","",""
"apprends","2","","","",""
"essayer","2","","","",""
"perçu","2","","","",""
"certitude","2","","","",""
"prouve","2","","","",""
"difficulté","2","","","",""
"subprimes","2","","","",""
"finance","2","","","",""
"banques","2","","","",""
"dépôt","2","","","",""
"traditions","2","","","",""
"familiales","2","","","",""
"venues","2","","","",""
"progressé","2","","","",""
"croissance","2","","","",""
"désaffection","2","","","",""
"éloignées","2","","","",""
"empruntent","2","","","",""
"appartenant","2","","","",""
"heureux","2","","","",""
"réussir","2","","","",""
"développent","2","","","",""
"sensiblement","2","","","",""
"quotidiens","2","","","",""
"transmettre","2","","","",""
"demeurent","2","","","",""
"trentenaires","2","","","",""
"seniors","2","","","",""
"chemin","2","","","",""
"distribution","2","","","",""
"persiste","2","","","",""
"fréquemment","2","","","",""
"parlons","2","","","",""
"tmt","2","","","",""
"predictions","2","","","",""
"elles","2","","","",""
"santé","2","","","",""
"stade","2","","","",""
"modèles","2","","","",""
"divertissement","2","","","",""
"déclaraient","2","","","",""
"favoris","2","","","",""
"figure","2","","","",""
"aptitudes","2","","","",""
"research","2","","","",""
"gagner","2","","","",""
"regard","2","","","",""
"sous","2","","","",""
"représentés","2","","","",""
"liée","2","","","",""
"mettons","2","","","",""
"craintes","2","","","",""
"espoirs","2","","","",""
"fermé","2","","","",""
"fond","2","","","",""
"clientèle","2","","","",""
"diversification","2","","","",""
"contribuer","2","","","",""
"atteindre","2","","","",""
"principaux","2","","","",""
"diversifiées","2","","","",""
"parité","2","","","",""
"influencer","2","","","",""
"progrès","2","","","",""
"diversité","2","","","",""
"raciale","2","","","",""
"positifs","2","","","",""
"économique","2","","","",""
"romance","2","","","",""
"horreur","2","","","",""
"initiatives","2","","","",""
"porter","2","","","",""
"for","2","","","",""
"november","2","","","",""
"january","2","","","",""
"guardian","2","","","",""
"brown","2","","","",""
"writers","2","","","",""
"male","2","","","",""
"one","2","","","",""
"audiobooks","2","","","",""
"center","2","","","",""
"stewart","2","","","",""
"maguelonne","2","","","",""
"gestas","2","","","",""
"adonnent","2","","","",""
"fixés","2","","","",""
"complaintes","2","","","",""
"croisés","2","","","",""
"fléchés","2","","","",""
"prédilection","2","","","",""
"consacrent","2","","","",""
"demi","2","","","",""
"vieillissent","2","","","",""
"jettent","2","","","",""
"dévolu","2","","","",""
"passionnent","2","","","",""
"plafonnent","2","","","",""
"gare","2","","","",""
"5h33","2","","","",""
"aubaine","2","","","",""
"assouvi","2","","","",""
"exceptionnels","2","","","",""
"profité","2","","","",""
"invitent","2","","","",""
"connaissez","2","","","",""
"expressions","2","","","",""
"parfum","2","","","",""
"bizarre","2","","","",""
"monsieur","2","","","",""
"merveilleux","2","","","",""
"cachent","2","","","",""
"christianléontoussaint","2","","","",""
"étale","2","","","",""
"filet","2","","","",""
"carême","2","","","",""
"chrétiens","2","","","",""
"croise","2","","","",""
"abbé","2","","","",""
"extraordinairement","2","","","",""
"divin","2","","","",""
"opposant","2","","","",""
"styles","2","","","",""
"nom","2","","","",""
"villes","2","","","",""
"interrogée","2","","","",""
"avec","2","","","",""
"mathématiques","2","","","",""
"séquences","2","","","",""
"courtes","2","","","",""
"routine","2","","","",""
"org","2","","","",""
"permettant","2","","","",""
"lefigaro","2","","","",""
"lutter","2","","","",""
"améliorer","2","","","",""
"europe1","2","","","",""
"partagent","2","","","",""
"forums","2","","","",""
"caché","2","","","",""
"termes","2","","","",""
"devenu","2","","","",""
"sort","2","","","",""
"donnés","2","","","",""
"gratuite","2","","","",""
"réservée","2","","","",""
"belle","2","","","",""
"copyright","2","","","",""
"impacte","2","","","",""
"malmené","2","","","",""
"maîtrisent","2","","","",""
"grammaticales","2","","","",""
"rencontrés","2","","","",""
"braquent…","2","","","",""
"aveux","2","","","",""
"bouts","2","","","",""
"foot","2","","","",""
"exercices","2","","","",""
"lycéen","2","","","",""
"chaminade","2","","","",""
"estime","2","","","",""
"écolière","2","","","",""
"rencontrée","2","","","",""
"débordée","2","","","",""
"aimerais","2","","","",""
"domestiques","2","","","",""
"émissions","2","","","",""
"relatives","2","","","",""
"appelle","2","","","",""
"tablettes…","2","","","",""
"3e","2","","","",""
"intégrale","2","","","",""
"télécharge","2","","","",""
"parties","2","","","",""
"indexe","2","","","",""
"révisés","2","","","",""
"adaptés","2","","","",""
"pose","2","","","",""
"admet","2","","","",""
"pédagogue","2","","","",""
"habituer","2","","","",""
"donnez","2","","","",""
"feuilleter","2","","","",""
"conversation","2","","","",""
"discutent","2","","","",""
"responsables","2","","","",""
"enseignants","2","","","",""
"pexels","2","","","",""
"lorraine","2","","","",""
"concernait","2","","","",""
"démocratisation","2","","","",""
"processus","2","","","",""
"descendu","2","","","",""
"stabilisé","2","","","",""
"geste","2","","","",""
"amenuise","2","","","",""
"¾","2","","","",""
"gallimard","2","","","",""
"déclarations","2","","","",""
"expression","2","","","",""
"facilite","2","","","",""
"antérieurement","2","","","",""
"conçu","2","","","",""
"aveu","2","","","",""
"subjectif","2","","","",""
"nécessaires","2","","","",""
"élites","2","","","",""
"renouvellement","2","","","",""
"répétition","2","","","",""
"avancée","2","","","",""
"fourni","2","","","",""
"offrant","2","","","",""
"déclarait","2","","","",""
"intensifs","2","","","",""
"baby","2","","","",""
"boomers","2","","","",""
"assisté","2","","","",""
"parallèlement","2","","","",""
"accompagne","2","","","",""
"substantiellement","2","","","",""
"relevons","2","","","",""
"affecte","2","","","",""
"partent","2","","","",""
"élevé","2","","","",""
"érode","2","","","",""
"conforte","2","","","",""
"socle","2","","","",""
"fournissent","2","","","",""
"arguments","2","","","",""
"niche","2","","","",""
"diplômés","2","","","",""
"engagée","2","","","",""
"confère","2","","","",""
"pérennité","2","","","",""
"témoignerait","2","","","",""
"formulation","2","","","",""
"afp","2","","","",""
"équilibre","2","","","",""
"confinés","2","","","",""
"ifop","2","","","",""
"contribué","2","","","",""
"profite","2","","","",""
"intellos","2","","","",""
"agatha","2","","","",""
"christie","2","","","",""
"pouic","2","","","",""
"juliette","2","","","",""
"colette","2","","","",""
"devenue","2","","","",""
"plutôt","2","","","",""
"dessinées","2","","","",""
"propices","2","","","",""
"particulièrement","2","","","",""
"art19","2","","","",""
"la","2","","","",""
"épidémie","2","","","",""
"publier","2","","","",""
"prime","2","","","",""
"abandon","2","","","",""
"riot","2","","","",""
"disaient","2","","","",""
"annonçaient","2","","","",""
"arrivée","2","","","",""
"indépendantes","2","","","",""
"fréquentation","2","","","",""
"donnée","2","","","",""
"changer","2","","","",""
"preuve","2","","","",""
"fallait","2","","","",""
"grandit","2","","","",""
"bouquiner","2","","","",""
"réelle","2","","","",""
"statistique","2","","","",""
"ans…","2","","","",""
"proprement","2","","","",""
"autoédités","2","","","",""
"gagné","2","","","",""
"croyait","2","","","",""
"radars","2","","","",""
"nenni","2","","","",""
"éloge","2","","","",""
"commerciale","2","","","",""
"autopubliés","2","","","",""
"recourent","2","","","",""
"promis","2","","","",""
"catalogne","2","","","",""
"évaluation","2","","","",""
"efe","2","","","",""
"rapporte","2","","","",""
"dépassé","2","","","",""
"million","2","","","",""
"foulée","2","","","",""
"enregistrent","2","","","",""
"inscriptions","2","","","",""
"calcul","2","","","",""
"révélerait","2","","","",""
"gafa","2","","","",""
"android","2","","","",""
"restait","2","","","",""
"bastion","2","","","",""
"vannes","2","","","",""
"taxes","2","","","",""
"effectués","2","","","",""
"applis","2","","","",""
"provoquent","2","","","",""
"prolongeant","2","","","",""
"carel","2","","","",""
"évalue","2","","","",""
"axes","2","","","",""
"guidé","2","","","",""
"disposer","2","","","",""
"municipalités","2","","","",""
"intercommunalités","2","","","",""
"parvenir","2","","","",""
"évaluer","2","","","",""
"foire","2","","","",""
"bologne","2","","","",""
"bologna","2","","","",""
"fair","2","","","",""
"lending","2","","","",""
"purchasing","2","","","",""
"éduquées","2","","","",""
"créée","2","","","",""
"katharina","2","","","",""
"loix","2","","","",""
"van","2","","","",""
"hooff","2","","","",""
"européennes","2","","","",""
"structure","2","","","",""
"ambition","2","","","",""
"réinventer","2","","","",""
"rassemble","2","","","",""
"traductions","2","","","",""
"françaises","2","","","",""
"annonces","2","","","",""
"alarmistes","2","","","",""
"pointent","2","","","",""
"affection","2","","","",""
"prisons","2","","","",""
"pen","2","","","",""
"america","2","","","",""
"carcéral","2","","","",""
"supplanter","2","","","",""
"contorsions","2","","","",""
"soumissions","2","","","",""
"implanter","2","","","",""
"commerçant","2","","","",""
"renâclerait","2","","","",""
"conquérir","2","","","",""
"consommateurs","2","","","",""
"commercialisé","2","","","",""
"empire","2","","","",""
"firme","2","","","",""
"fourches","2","","","",""
"caudines","2","","","",""
"violentes","2","","","",""
"profilent","2","","","",""
"hadopi","2","","","",""
"consacrée","2","","","",""
"rakuten","2","","","",""
"déploient","2","","","",""
"koboplus","2","","","",""
"catalogue","2","","","",""
"composé","2","","","",""
"références","2","","","",""
"informaticiens","2","","","",""
"universitaires","2","","","",""
"bras","2","","","",""
"sanitaires","2","","","",""
"colloques","2","","","",""
"hybrides","2","","","",""
"réunir","2","","","",""
"intervenants","2","","","",""
"alexandre","2","","","",""
"gefen","2","","","",""
"cnrs","2","","","",""
"historien","2","","","",""
"monté","2","","","",""
"protéger","2","","","",""
"patrimoine","2","","","",""
"envergure","2","","","",""
"patrimonialisation","2","","","",""
"mettait","2","","","",""
"contesté","2","","","",""
"accordant","2","","","",""
"procédant","2","","","",""
"numérisations","2","","","",""
"untapped","2","","","",""
"australian","2","","","",""
"literary","2","","","",""
"heritage","2","","","",""
"project","2","","","",""
"audiolivre","2","","","",""
"discrétion","2","","","",""
"commercialise","2","","","",""
"particularité","2","","","",""
"racontée","2","","","",""
"intelligence","2","","","",""
"nommée","2","","","",""
"expansion","2","","","",""
"démontrer","2","","","",""
"dévoilait","2","","","",""
"automatisée","2","","","",""
"narrateurs","2","","","",""
"recourir","2","","","",""
"comédiennes","2","","","",""
"comédiens","2","","","",""
"généralisé","2","","","",""
"beta","2","","","",""
"accroche","2","","","",""
"gloups","2","","","",""
"concurrent","2","","","",""
"acquisitions","2","","","",""
"lyonnais","2","","","",""
"remporté","2","","","",""
"reprise","2","","","",""
"tribunal","2","","","",""
"multiplient","2","","","",""
"contours","2","","","",""
"fabriqués","2","","","",""
"streaming","2","","","",""
"musical","2","","","",""
"spotify","2","","","",""
"retire","2","","","",""
"décision","2","","","",""
"intervient","2","","","",""
"bloqué","2","","","",""
"mises","2","","","",""
"impossible","2","","","",""
"procurer","2","","","",""
"archive","2","","","",""
"annoncé","2","","","",""
"tournées","2","","","",""
"répertoire","2","","","",""
"téraoctets","2","","","",""
"composées","2","","","",""
"intégraux","2","","","",""
"métadonnées","2","","","",""
"individuelles","2","","","",""
"institutions","2","","","",""
"intègrent","2","","","",""
"modification","2","","","",""
"libres","2","","","",""
"sensibilisation","2","","","",""
"wikimédia","2","","","",""
"combat","2","","","",""
"hiver","2","","","",""
"basketball","2","","","",""
"balados","2","","","",""
"copié","2","","","",""
"roberge","2","","","",""
"sacha","2","","","",""
"léa","2","","","",""
"océane","2","","","",""
"allard","2","","","",""
"coronavirus","2","","","",""
"entremise","2","","","",""
"québec","2","","","",""
"occuper","2","","","",""
"laguerre","2","","","",""
"espoir","2","","","",""
"déclin","2","","","",""
"7^e","2","","","",""
"crois","2","","","",""
"virtuellement","2","","","",""
"joie","2","","","",""
"télétravail","2","","","",""
"alice","2","","","",""
